"","V1","time","country","valence","sky","temperature"
"184","201904",16,"it",0.477347216666677,0.306898066783831,56.3119330076761
"185","201905",17,"it",0.481950838709688,0.316671545667447,59.3942857142857
"186","201906",18,"it",0.515962866666676,0.25828729281768,74.2968597348222
"187","201907",19,"it",0.534601806451623,0.281640625,78.1508795669824
"188","201908",20,"it",0.524661758064526,0.254741379310345,77.7964817320702
"189","201909",21,"it",0.504369633333337,0.275045955882353,72.0714285714285
"190","201910",22,"it",0.488949338709673,0.289538310412574,64.9390309555854
"191","201911",23,"it",0.48883404999999,0.312268518518519,58.7856545961002
"192","201912",24,"it",0.500304661290319,0.318227491961415,52.0231197771589
"193","201801",1,"gb",0.50317122580645,0.656186868686869,44.0169354838709
"194","201802",2,"gb",0.485061482142859,0.566113666228647,38.3830357142856
"195","201803",3,"gb",0.493347193548387,0.606567604355717,42.9016812373907
"196","201804",4,"gb",0.497397516666669,0.647326507394767,52.33375
"197","201805",5,"gb",0.500425983870968,0.60475161987041,58.9612903225807
"198","201806",6,"gb",0.49386228333333,0.660488958990536,64.40625
"199","201807",7,"gb",0.484640032258058,0.498073630136986,71.2637096774193
"200","201808",8,"gb",0.496920306451608,0.630614874815906,65.7657258064516
"201","201809",9,"gb",0.491945450000002,0.503405096660808,59.5325000000002
"202","201810",10,"gb",0.483934612903231,0.647119341563786,53.5334677419355
"203","201811",11,"gb",0.468315250000007,0.572524301336574,47.9435754189945
"204","201812",12,"gb",0.504688903225814,0.652331995987964,46.315322580645
"205","201901",13,"gb",0.462600612903228,0.715048025613661,40.9358439811702
"206","201902",14,"gb",0.460349160714292,0.59423828125,45.6494415487713
"207","201903",15,"gb",0.474844145161294,0.635438413361169,48.8356515867658
"208","201904",16,"gb",0.478771866666675,0.594621080139373,50.4475
"209","201905",17,"gb",0.490427080645165,0.505217584369449,55.5548387096774
"210","201906",18,"gb",0.506188000000001,0.528425655976676,61.5187499999998
"211","201907",19,"gb",0.516028806451615,0.512434554973822,67.9842741935485
"212","201908",20,"gb",0.520968354838719,0.43343690248566,66.2859448554136
"213","201909",21,"gb",0.514117533333338,0.518158105939005,60.7811846689898
"214","201910",22,"gb",0.513055951612904,0.512646866840731,53.1127272727274
"215","201911",23,"gb",0.513436799999999,0.542741935483871,45.3012500000001
"216","201912",24,"gb",0.518729306451608,0.56908275462963,44.7562499999998
"217","201801",1,"de",0.494163790322576,0.341332630098453,42.5822580645161
"218","201802",2,"de",0.491142482142856,0.303814713896458,31.9236038719284
"219","201803",3,"de",0.486454435483869,0.282689539347409,40.6285906945382
"220","201804",4,"de",0.472376466666663,0.226332720588235,57.71
"221","201805",5,"de",0.482904306451613,0.248009554140127,64.8415322580644
"222","201806",6,"de",0.489792266666666,0.24828431372549,69.0312500000001
"223","201807",7,"de",0.487882548387095,0.227233178654292,73.8427419354839
"224","201808",8,"de",0.482932693548385,0.244780793319415,71.596370967742
"225","201809",9,"de",0.483290750000001,0.250492125984252,61.8970711297072
"226","201810",10,"de",0.473768580645161,0.333896396396396,54.1866935483876
"227","201811",11,"de",0.480387366666666,0.437065541211519,44.7055865921788
"228","201812",12,"de",0.510222693548395,0.343860894251242,40.560887096774
"229","201901",13,"de",0.483253225806457,0.290690866510539,35.8457296570275
"230","201902",14,"de",0.476071875000007,0.311670812603648,40.2145941921072
"231","201903",15,"de",0.500271500000006,0.259275398406374,47.0557575757575
"232","201904",16,"de",0.511656333333336,0.247785829307568,53.1525
"233","201905",17,"de",0.512104194224879,0.235675512665862,54.9524193548386
"234","201906",18,"de",0.504488033333341,0.226967370441459,70.6368311327311
"235","201907",19,"de",0.516991854838717,0.253833049403748,70.9129032258062
"236","201908",20,"de",0.518313016129031,0.232071314102564,69.370275722932
"237","201909",21,"de",0.505109866666656,0.250262237762238,59.9175732217574
"238","201910",22,"de",0.503769677419341,0.261077425373134,53.3423387096773
"239","201911",23,"de",0.511877383333325,0.289521276595745,43.0212500000001
"240","201912",24,"de",0.525081741935482,0.290070320077595,40.3850000000001
"241","201801",1,"fr",0.505933677419345,0.472679363905325,45.3647294589176
"242","201802",2,"fr",0.493301928571421,0.450070323488045,34.5630289532294
"243","201803",3,"fr",0.510760161290316,0.492765654648956,44.3339130434784
"244","201804",4,"fr",0.517536516666663,0.406447784810127,56.7637119113574
"245","201805",5,"fr",0.518292129032262,0.359421921921922,61.0256032171583
"246","201806",6,"fr",0.511785583333342,0.415218078381795,66.04
"247","201807",7,"fr",0.52323491935484,0.30828125,73.6812877263582
"248","201808",8,"fr",0.514859161290315,0.362354892205638,69.7540939597314
"249","201809",9,"fr",0.506915483333325,0.410181236673774,62.5177854671282
"250","201810",10,"fr",0.496026999999999,0.458112874779541,56.5742799732083
"251","201811",11,"fr",0.502408383333335,0.464171511627907,46.3002770083102
"252","201812",12,"fr",0.511515064516128,0.501240293356342,44.3474949899799
