region,year_month,streams,af_danceability,af_energy,af_key,af_loudness,af_speechiness,af_acousticness,af_valence,af_tempo
Ireland,201901,68376880.0,0.6666462903225807,0.6338,5.445,-6.340992580645161,0.09103509677419355,0.22889519043548387,0.4465073709677419,119.36120951612902
Ireland,201902,71360184.0,0.6661894642857144,0.6379771428571429,5.421428571428572,-6.291584821428572,0.09919419642857143,0.22536496428571426,0.4527600178571428,118.75860321428571
Ireland,201903,72784078.0,0.665345322580645,0.6335163387096774,5.45,-6.30867806451613,0.10142599999999999,0.24506098580645164,0.46111646774193543,116.93318032258064
Ireland,201904,75955045.0,0.6631046666666667,0.61511885,5.4345,-6.8195440000000005,0.10775423333333334,0.26626841100000004,0.4589129,117.24806933333333
Ireland,201905,81606735.0,0.6587746774193548,0.6215768225806452,5.442096774193549,-6.695005,0.10720951612903225,0.26492830951612906,0.46805562903225806,119.0661008064516
Ireland,201906,72493293.0,0.6651528333333333,0.6343655,5.294,-6.553262833333333,0.10372245,0.25953231975999996,0.47978028333333333,119.76419050000001
Ireland,201907,79026319.0,0.6725229032258064,0.6395859677419354,5.323870967741936,-6.349220322580645,0.10632480645161291,0.2519564177419355,0.4974127580645161,118.22917161290322
Ireland,201908,73186358.0,0.6707701451612904,0.6338312741935485,5.334032258064516,-6.45538,0.10716650000000001,0.2553478784516129,0.49709395161290326,119.8828572580645
Ireland,201909,73410557.0,0.6647913333333333,0.6279727166666667,5.2995,-6.3075455,0.1114391,0.257013703,0.4883479333333333,121.632951
Ireland,201910,77564230.0,0.6603248387096774,0.6272085483870968,5.319677419354838,-6.289946129032257,0.1096436129032258,0.252164085483871,0.4826320322580645,120.62096919354838
Ireland,201911,73462843.0,0.6526386666666667,0.6198501666666667,5.423166666666667,-6.487026333333334,0.10813758333333334,0.27528653799999997,0.4928611166666667,120.62662116666665
Ireland,201912,91003634.0,0.6280564516129032,0.5900756129032259,5.352258064516129,-7.20036935483871,0.09982937096774193,0.3310254925806451,0.5122258387096774,121.15731112903227
Italy,201801,310170701.0,0.6838144012944983,0.6839322006472492,5.240291262135922,-5.904824433656958,0.11223051779935275,0.17433044466019415,0.483127071197411,118.65229142394821
Italy,201802,330714068.0,0.6805489285714286,0.6793544642857143,5.286428571428571,-5.8922269642857135,0.10830444642857143,0.19748091196428574,0.46533951785714284,118.59526964285715
Italy,201803,323391150.0,0.6848995161290323,0.6848017741935484,5.466451612903226,-5.897468225806452,0.11902014516129032,0.18977904806451615,0.46722838709677417,119.69829532258065
Italy,201804,343960739.0,0.6918850000000001,0.6850586666666666,5.3555,-5.8011945,0.12598905,0.17482717666666667,0.4718569166666667,120.43012966666667
Italy,201805,397307225.0,0.6961153225806451,0.6729782258064516,5.331612903225807,-5.912200322580645,0.12599556451612903,0.1725919677419355,0.4731794193548387,119.59545548387098
Italy,201806,420290233.0,0.69978115,0.6776671333333334,5.378166666666667,-5.9253618333333335,0.1202411,0.18565616133333332,0.4902449166666667,117.37202783333333
Italy,201807,453297687.0,0.7052032258064517,0.6890277419354839,5.412419354838709,-5.741052096774194,0.11603658064516129,0.18257394516129033,0.5027193387096774,119.84305580645162
Italy,201808,415717631.0,0.7034887096774194,0.6899608064516128,5.449516129032258,-5.7016443548387095,0.12140367741935484,0.19066305967741934,0.5040067741935484,120.10888629032257
Italy,201809,416398446.0,0.710744,0.6854101666666667,5.248666666666667,-5.7627983333333335,0.13194771666666666,0.1945131827,0.5006896666666667,119.3353895
Italy,201810,441566809.0,0.7052366129032257,0.6801775806451612,5.342741935483871,-5.794499838709677,0.1276000483870968,0.20242676338709678,0.4838807741935484,119.47820048387096
Italy,201811,466550139.0,0.6978135000000001,0.6787086666666666,5.266,-5.864550666666667,0.12937535,0.21401160733333333,0.4669314666666667,119.2989115
Italy,201812,465611275.0,0.6805854838709677,0.6642667145161291,5.062096774193549,-6.1195883870967736,0.12435670967741937,0.24278415629032257,0.49225195161290325,122.65419983870967
Italy,201901,439718036.0,0.6916203225806452,0.6723296774193549,5.245483870967742,-5.939309677419355,0.12674382258064515,0.22354895145161288,0.4822846451612903,122.3858864516129
Italy,201902,482081628.0,0.6880669642857143,0.6711521428571429,5.162678571428572,-5.956632321428572,0.12999705357142857,0.23596684232142856,0.46929305357142853,121.94026571428572
Italy,201903,522090085.0,0.6991790343486713,0.6666126215165262,5.15602721970188,-6.129439889825016,0.13996184381075827,0.2264948953337654,0.48397057679844463,120.65517271548931
Italy,201904,440774737.0,0.6890219999999999,0.6523323333333334,5.142166666666666,-6.335382166666666,0.14023933333333333,0.23890413350000003,0.47735155,119.394596
Italy,201905,471029333.0,0.6787022580645161,0.6596679032258064,5.159193548387097,-6.37693564516129,0.13800817741935484,0.2435249219354839,0.48195132258064516,119.25100838709677
Italy,201906,554000130.0,0.6978135000000001,0.6796955,5.0725,-6.019625666666667,0.1307504,0.2108864145,0.5159555333333333,117.98173700000001
Italy,201907,653406268.0,0.6987151612903225,0.6935682258064515,4.9998387096774195,-5.90428435483871,0.1417789677419355,0.21020220645161292,0.5345847096774193,119.63222838709677
Italy,201908,551565587.0,0.6991587096774193,0.6878627419354838,4.981612903225806,-5.9626364516129025,0.14444856451612903,0.21298655483870968,0.5246547580645161,119.93083548387098
Italy,201909,561960268.0,0.7029383333333333,0.6645901666666667,4.921333333333333,-6.411744166666668,0.15139455,0.217358628,0.5044096333333333,120.43146016666668
Italy,201910,588253120.0,0.7017867741935484,0.6484949999999999,5.073709677419354,-6.840115322580645,0.14968806451612904,0.22667399000000002,0.48892304838709677,118.87857887096774
Italy,201911,642150150.0,0.6968721666666667,0.6498583333333333,5.3838333333333335,-6.722746166666666,0.14217273333333333,0.22820261166666667,0.48877518333333336,118.4920965
Italy,201912,556615161.0,0.6845712903225806,0.6447562903225806,5.36758064516129,-6.771051129032258,0.13929151612903226,0.2287682548387097,0.500286435483871,120.60990161290323
Japan,201801,43314767.0,0.6291525533290239,0.6908477860374919,5.0221396250808015,-5.264174046541694,0.07486556237879767,0.19370136233031673,0.5025440045248869,122.11367259211376
Japan,201802,42323956.0,0.6216135714285714,0.68380175,4.883035714285715,-5.387750535714286,0.07237357142857143,0.18968806871428573,0.48856448214285714,120.84638374999999
Japan,201803,50083715.0,0.6186774193548388,0.6907150967741936,4.9995161290322585,-5.405187903225807,0.07019124193548387,0.1863096298870968,0.499514370967742,118.98568370967742
Japan,201804,53620618.0,0.6194073333333333,0.7106508333333333,4.951333333333333,-5.1235930000000005,0.06791726666666667,0.168066531,0.5145193666666666,120.14213816666667
Japan,201805,52011123.0,0.6187290322580645,0.7186001612903226,4.8351612903225805,-4.989414032258065,0.06706237096774194,0.1702858881935484,0.5142577096774194,120.0075508064516
Japan,201806,49156866.0,0.6229956666666667,0.7124548333333334,4.8678333333333335,-5.092403833333333,0.06880635,0.18232594003333336,0.5155393333333333,118.99262150000001
Japan,201807,51811668.0,0.6230832258064516,0.7190651612903225,4.813225806451613,-5.083637419354838,0.06515556451612903,0.18377223053225808,0.5206777580645161,119.61054048387098
Japan,201808,53311242.0,0.620248870967742,0.7304938709677419,4.789193548387097,-4.905059032258065,0.0670211935483871,0.18176596330645162,0.5195583225806452,119.23839887096774
Japan,201809,54798082.0,0.6127376666666666,0.734084,4.7935,-4.870583,0.06544453333333333,0.18084311283333332,0.5183918333333334,118.52959216666666
Japan,201810,58017133.0,0.605035,0.7260580645161291,4.712580645161291,-4.988299032258065,0.0638158064516129,0.17759537488709679,0.5176456129032257,119.39916903225806
Japan,201811,61649542.0,0.6025403333333333,0.7157206666666666,4.8265,-5.093054,0.0638813,0.19177106721666667,0.5114442666666666,119.18124116666668
Japan,201812,71322598.0,0.5857704838709678,0.6956759677419354,4.758709677419355,-5.4570835483870965,0.057646290322580646,0.22542254230645162,0.5159940161290322,119.61289419354839
Japan,201901,71756582.0,0.5898254838709678,0.7088777419354839,4.8714516129032255,-5.129501774193549,0.06114311290322581,0.20627067311290323,0.5126027419354839,118.94331532258066
Japan,201902,72974326.0,0.5914030357142858,0.7047419642857142,5.002321428571428,-5.207446428571429,0.06461923214285714,0.2086749032125,0.5141414285714285,120.86308464285713
Japan,201903,80830427.0,0.5882779032258064,0.7115035483870968,4.901290322580645,-5.03088935483871,0.06138662903225807,0.20990396756451615,0.5287464193548387,120.18355322580646
Japan,201904,84567423.0,0.591955,0.7123309999999999,4.863,-4.948503333333333,0.0643247,0.2055105121,0.5318166333333334,120.541576
Japan,201905,90151832.0,0.5938316129032258,0.7207066129032259,4.8748387096774195,-4.875240161290323,0.06417141935483871,0.19571300601612904,0.5416291290322581,120.45180887096774
Japan,201906,99591764.0,0.5911291666666667,0.7248338333333333,4.7625,-4.808122,0.05875146666666667,0.19293751166666667,0.54282355,120.47544500000001
Japan,201907,116127591.0,0.5853177705977383,0.7388466882067852,4.734410339256866,-4.631711954765751,0.05627476575121163,0.1849812628917609,0.5565040387722133,121.7143647819063
Japan,201908,121691147.0,0.5826761290322581,0.7462996774193549,4.771290322580645,-4.507919516129032,0.060462645161290324,0.1734577584354839,0.5727251612903226,122.49703241935484
Japan,201909,130491825.0,0.5779311666666667,0.7511956666666667,4.905166666666666,-4.3286473333333335,0.06034603333333334,0.17387885783333334,0.5777073833333333,122.64763516666666
Japan,201910,144776883.0,0.5796256451612903,0.7547907741935483,5.029193548387097,-4.33098,0.06233190322580646,0.16782544827419354,0.5778965967741936,123.22042967741935
Japan,201911,149819091.0,0.5789013333333333,0.7672846666666666,5.1355,-4.3471400000000004,0.06561605,0.16054107056666667,0.5802505833333333,123.22642133333333
Japan,201912,171510562.0,0.5726587096774194,0.7491143548387097,5.119677419354839,-4.584285161290323,0.06262004838709677,0.17749246819354839,0.5743957741935484,123.35737532258064
Mexico,201801,594635421.0,0.6922029032258065,0.6632264838709678,5.325806451612904,-5.6440270967741935,0.0810161935483871,0.21997776096774194,0.5812373709677419,122.4086629032258
Mexico,201802,578507186.0,0.69842375,0.6675955357142856,5.2775,-5.495244285714286,0.07923882142857143,0.22099867982142857,0.5852741785714286,122.51803267857143
Mexico,201803,651332374.0,0.7036846774193549,0.6790612903225807,5.3503225806451615,-5.40138064516129,0.07646612903225807,0.21492615712903226,0.5950241612903227,122.08664741935485
Mexico,201804,612976946.0,0.698809,0.6847111666666666,5.406166666666667,-5.411047666666667,0.07791661666666667,0.20344343299999998,0.5902087500000001,122.78900066666667
Mexico,201805,605174897.0,0.6886979032258064,0.68035,5.166129032258064,-5.512505483870967,0.07602135483870968,0.21216244322580646,0.5984841935483871,123.26936903225807
Mexico,201806,573737563.0,0.6943438333333334,0.6761636666666666,5.0473333333333334,-5.608833833333333,0.07618396666666666,0.22420308066666667,0.60382965,122.19955983333334
Mexico,201807,597456120.0,0.6965033870967742,0.6672056451612903,4.946290322580645,-5.799471612903226,0.07633962903225806,0.23920007322580644,0.5915332419354838,122.07602177419355
Mexico,201808,585153542.0,0.7018512903225806,0.6617638709677419,5.00516129032258,-5.807430322580645,0.08237859677419354,0.2443695970967742,0.6042524677419355,121.99925741935483
Mexico,201809,566506466.0,0.7019821666666667,0.6562656666666666,5.0725,-5.795235166666667,0.08545770000000001,0.245389114,0.6056298333333333,122.50217983333334
Mexico,201810,614411811.0,0.7058162903225806,0.6591362903225806,5.27983870967742,-5.767445967741936,0.08410314516129032,0.2472877016129032,0.6099467741935484,122.21474629032258
Mexico,201811,620404339.0,0.6963003333333333,0.6530486666666666,5.3555,-5.767476666666667,0.08349918333333332,0.2606781585,0.60167245,123.35485316666666
Mexico,201812,655768516.0,0.708891129032258,0.6542833870967741,5.214516129032258,-5.711497258064517,0.0860956935483871,0.26504449806451613,0.61439,123.50075080645162
Mexico,201901,686454207.0,0.7149504838709678,0.6508875806451613,5.210806451612903,-5.752456774193549,0.09073717741935484,0.2645161,0.6047964516129032,123.50750838709678
Mexico,201902,684234396.0,0.7155469642857143,0.6487171428571428,5.113214285714286,-5.815563214285714,0.09532826785714285,0.26310601821428575,0.5963975,123.66690857142856
Mexico,201903,766507755.0,0.7213015099853872,0.6490917356713752,5.139470693294366,-5.794848027277155,0.09770579639551875,0.2673829477837311,0.6128222763435623,123.73468501380096
Mexico,201904,709610532.0,0.7264535,0.6464781666666667,5.286833333333333,-5.796185333333334,0.10088941666666666,0.267519665,0.6155465999999999,123.45223783333334
Mexico,201905,735727155.0,0.7318075806451614,0.6539183870967742,5.400322580645161,-5.664746935483871,0.0994986129032258,0.25540864193548385,0.6282679032258065,122.31969161290323
Mexico,201906,739794266.0,0.7265673333333335,0.6511025,5.3735,-5.6616335,0.09954376666666667,0.26172751333333333,0.6270968333333333,121.70320233333334
Mexico,201907,781219711.0,0.7234551612903225,0.65277,5.461290322580645,-5.599110806451613,0.10260425806451612,0.2613390532258065,0.6425362903225806,122.38030612903226
